Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
PORTUGAL,7523.07,54.08,0.023,0.035,139.11
ROMANIA,1794.26,53.35,0.006,0.035,33.63
ARMENIA,2651.03,48.27,0.008,0.032,54.92
COMOROS,11791.98,48.27,0.037,0.032,244.29
TURKMENISTAN,2668.9,44.35,0.008,0.029,60.18
CHAD,6733.96,43.07,0.021,0.028,156.35
CROATIA,6740.61,42.56,0.021,0.028,158.38
BRUNEI,7862.9,41.43,0.024,0.027,189.79
SOUTH SUDAN,6404.7,41.04,0.02,0.027,156.06
BELARUS,11000.26,38.25,0.034,0.025,287.59
TUNISIA,9246.04,38.23,0.029,0.025,241.85
FINLAND,3177.77,36.8,0.01,0.024,86.35
ZAMBIA,4182.65,29.55,0.013,0.019,141.54
FIJI IS,4419.68,29.19,0.014,0.019,151.41
HUNGARY,2782.79,28.76,0.009,0.019,96.76
UZBEKISTAN,647.59,28.28,0.002,0.018,22.9
SERBIA,2685.23,26.49,0.008,0.017,101.37
ARGENTINA,2544.44,26.12,0.008,0.017,97.41
TRINIDAD,1723.52,25.73,0.005,0.017,66.98
AUSTRIA,2108.7,23.34,0.007,0.015,90.35
LATVIA,1701.92,21.11,0.005,0.014,80.62
KAZAKHSTAN,2091.12,20.0,0.007,0.013,104.56
CYPRUS,1734.28,19.73,0.005,0.013,87.9
CZECH REPUBLIC,1615.63,18.85,0.005,0.012,85.71
COLOMBIA,1387.49,18.13,0.004,0.012,76.53
PAKISTAN IR,2789.59,17.2,0.009,0.011,162.19
BULGARIA,2250.71,15.6,0.007,0.01,144.28
ALBANIA,2107.23,15.41,0.007,0.01,136.74
BURUNDI,3360.35,14.41,0.01,0.009,233.2
PERU,1054.53,12.85,0.003,0.008,82.06
JAMAICA,1296.42,12.6,0.004,0.008,102.89
MALAWI,2555.08,12.56,0.008,0.008,203.43
GUATEMALA,804.13,12.14,0.003,0.008,66.24
ZIMBABWE,3816.08,11.94,0.012,0.008,319.6
UNSPECIFIED,1415.47,10.96,0.004,0.007,129.15
C AFRI REP,1948.73,10.64,0.006,0.007,183.15
ESTONIA,1172.1,10.11,0.004,0.007,115.93
PANAMA REPUBLIC,796.44,9.69,0.002,0.006,82.19
MONGOLIA,721.51,8.69,0.002,0.006,83.03
GUYANA,588.33,8.54,0.002,0.006,68.89
SAO TOME,2712.79,7.73,0.008,0.005,350.94
COSTA RICA,871.9,6.74,0.003,0.004,129.36
NETHERLANDANTIL,715.34,6.52,0.002,0.004,109.71
BOTSWANA,819.64,6.31,0.003,0.004,129.9
ERITREA,1425.4,5.82,0.004,0.004,244.91
SERBIA MONTNGRO,1591.2,5.74,0.005,0.004,277.21
MOLDOVA,1350.51,5.29,0.004,0.003,255.29
LAO PD RP,357.22,5.28,0.001,0.003,67.66
EL SALVADOR,419.81,4.97,0.001,0.003,84.47
ECUADOR,355.57,4.94,0.001,0.003,71.98
MAYOTTE,2183.3,4.88,0.007,0.003,447.4
BOSNIA-HRZGOVIN,348.9,4.39,0.001,0.003,79.48
SLOVAK REP,222.79,4.25,0.001,0.003,52.42
MALTA,532.74,4.2,0.002,0.003,126.84
Eswatini,1226.8,3.92,0.004,0.003,312.96
SURINAME,334.36,3.88,0.001,0.003,86.18
MACEDONIA,423.24,3.68,0.001,0.002,115.01
KYRGHYZSTAN,467.54,2.81,0.001,0.002,166.38
HONDURAS,122.84,2.8,0.0,0.002,43.87
MACAO,5.85,2.54,0.0,0.002,2.3
NICARAGUA,512.48,2.45,0.002,0.002,209.18
URUGUAY,193.94,2.19,0.001,0.001,88.56
FR POLYNESIA,226.8,2.18,0.001,0.001,104.04
PARAGUAY,161.59,2.11,0.001,0.001,76.58
SOLOMON ISLANDS,206.44,2.06,0.001,0.001,100.21
VANUATU,101.58,1.39,0.0,0.001,73.08
BARBADOS,140.16,1.33,0.0,0.001,105.38
BOLIVIA,161.28,1.31,0.001,0.001,123.11
SAMOA,147.98,1.28,0.0,0.001,115.61
BAHAMAS,61.91,1.1,0.0,0.001,56.28
BELIZE,87.56,1.02,0.0,0.001,85.84
TAJIKISTAN,68.76,0.9,0.0,0.001,76.4
CAYMAN IS,100.94,0.87,0.0,0.001,116.02
TONGA,101.38,0.85,0.0,0.001,119.27
DOMINICA,122.24,0.79,0.0,0.001,154.73
KIRIBATI REPUBLIC,129.19,0.55,0.0,0.0,234.89
CAPE VERDE IS,62.13,0.44,0.0,0.0,141.2
LUXEMBOURG,42.04,0.4,0.0,0.0,105.1
GUADELOUPE,20.39,0.26,0.0,0.0,78.42
ST LUCIA,11.72,0.22,0.0,0.0,53.27
United States Minor Outlying Islands,18.44,0.21,0.0,0.0,87.81
CUBA,48.0,0.21,0.0,0.0,228.57
MARTINIQUE,16.29,0.2,0.0,0.0,81.45
NORFOLK ISLANDS,14.71,0.18,0.0,0.0,81.72
ST VINCENT,17.7,0.18,0.0,0.0,98.33
MICRONESIA,10.94,0.17,0.0,0.0,64.35
ST KITT N A,20.48,0.14,0.0,0.0,146.29
LESOTHO,1.85,0.13,0.0,0.0,14.23
MARSHALL ISLAND,7.88,0.13,0.0,0.0,60.62
VIRGIN IS US,1.97,0.12,0.0,0.0,16.42
AMERI SAMOA,0.16,0.07,0.0,0.0,2.29
FR GUIANA,15.61,0.05,0.0,0.0,312.2
GRENADA,0.85,0.01,0.0,0.0,85.0
N. MARIANA IS.,2.43,0.01,0.0,0.0,243.0
Total,32109773.14,153049.91,100.0,100.0,209.8
