Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
BULGARIA,118.67,0.78,0.002,0.01,152.14
IRAQ,967.0,0.77,0.013,0.01,1255.84
CROATIA,729.0,0.75,0.01,0.01,972.0
FINLAND,237.76,0.72,0.003,0.009,330.22
LATVIA,377.38,0.71,0.005,0.009,531.52
CYPRUS,331.84,0.54,0.004,0.007,614.52
ESTONIA,260.0,0.47,0.003,0.006,553.19
TRINIDAD,159.54,0.41,0.002,0.005,389.12
GABON,107.32,0.35,0.001,0.004,306.63
URUGUAY,30.0,0.27,0.0,0.003,111.11
CHILE,90.76,0.27,0.001,0.003,336.15
AFGHANISTAN TIS,74.3,0.24,0.001,0.003,309.58
VIRGIN IS US,129.8,0.22,0.002,0.003,590.0
CONGO P REP,39.93,0.19,0.001,0.002,210.16
LITHUANIA,127.0,0.16,0.002,0.002,793.75
GUADELOUPE,12.29,0.1,0.0,0.001,122.9
NAMIBIA,154.0,0.1,0.002,0.001,1540.0
COLOMBIA,22.0,0.08,0.0,0.001,275.0
NEUTRAL ZONE,84.0,0.07,0.001,0.001,1200.0
VENEZUELA,35.0,0.07,0.0,0.001,500.0
UZBEKISTAN,10.0,0.06,0.0,0.001,166.67
KAZAKHSTAN,18.72,0.06,0.0,0.001,312.0
NETHERLANDANTIL,30.96,0.06,0.0,0.001,516.0
GUINEA BISSAU,15.99,0.05,0.0,0.001,319.8
MALTA,18.0,0.05,0.0,0.001,360.0
PAPUA N GNA,18.6,0.04,0.0,0.001,465.0
DOMINIC REP,36.0,0.03,0.0,0.0,1200.0
NORFOLK ISLANDS,13.2,0.02,0.0,0.0,660.0
JAMAICA,15.23,0.02,0.0,0.0,761.5
SAMOA,12.57,0.02,0.0,0.0,628.5
ST KITT N A,19.84,0.02,0.0,0.0,992.0
PANAMA REPUBLIC,1.38,0.01,0.0,0.0,138.0
RWANDA,3.91,0.01,0.0,0.0,391.0
TAJIKISTAN,1.39,0.01,0.0,0.0,139.0
Total,7488295.87,7874.72,100.0,100.0,950.93
