Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
DJIBOUTI,154.73,0.29,0.008,0.01,533.55
LIBYA,180.0,0.26,0.01,0.009,692.31
GUINEA,89.13,0.25,0.005,0.009,356.52
CONGO D. REP.,66.18,0.24,0.004,0.009,275.75
CONGO P REP,68.32,0.24,0.004,0.009,284.67
KAZAKHSTAN,60.92,0.2,0.003,0.007,304.6
CHILE,80.77,0.2,0.004,0.007,403.85
MALI,47.48,0.2,0.003,0.007,237.4
HUNGARY,36.0,0.16,0.002,0.006,225.0
CYPRUS,73.03,0.16,0.004,0.006,456.44
TRINIDAD,47.27,0.16,0.003,0.006,295.44
UZBEKISTAN,66.24,0.15,0.004,0.005,441.6
TUNISIA,10.0,0.15,0.001,0.005,66.67
ROMANIA,21.84,0.14,0.001,0.005,156.0
SURINAME,93.0,0.14,0.005,0.005,664.29
ETHIOPIA,62.49,0.11,0.003,0.004,568.09
BOTSWANA,29.8,0.11,0.002,0.004,270.91
CHAD,51.61,0.09,0.003,0.003,573.44
MYANMAR,17.4,0.09,0.001,0.003,193.33
IRAQ,100.0,0.07,0.005,0.003,1428.57
TOGO,10.0,0.07,0.001,0.003,142.86
ALGERIA,16.75,0.06,0.001,0.002,279.17
MALAWI,14.52,0.06,0.001,0.002,242.0
FAEROE ISLANDS,18.6,0.06,0.001,0.002,310.0
LIBERIA,12.8,0.06,0.001,0.002,213.33
SUDAN,19.6,0.05,0.001,0.002,392.0
COLOMBIA,19.0,0.05,0.001,0.002,380.0
GEORGIA,6.99,0.05,0.0,0.002,139.8
AFGHANISTAN TIS,13.07,0.05,0.001,0.002,261.4
GHANA,13.69,0.04,0.001,0.001,342.25
COTE D IVOIRE,11.25,0.04,0.001,0.001,281.25
BULGARIA,9.54,0.04,0.001,0.001,238.5
BAHAMAS,42.0,0.04,0.002,0.001,1050.0
JAMAICA,2.75,0.03,0.0,0.001,91.67
MARTINIQUE,17.0,0.03,0.001,0.001,566.67
KOREA DP RP,1.55,0.03,0.0,0.001,51.67
PAPUA N GNA,13.61,0.03,0.001,0.001,453.67
BENIN,17.01,0.03,0.001,0.001,567.0
ST HELENA,40.0,0.02,0.002,0.001,2000.0
CAMEROON,6.8,0.02,0.0,0.001,340.0
SOLOMON ISLANDS,0.0,0.01,0.0,0.0,0.0
TONGA,4.27,0.01,0.0,0.0,427.0
Total,1879853.19,2790.02,100.0,100.0,673.78
