Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
TUNISIA,6977.76,30.99,0.038,0.026,225.16
TRINIDAD,1459.73,30.93,0.008,0.026,47.19
AUSTRIA,1332.67,25.34,0.007,0.021,52.59
MALI,5405.17,24.75,0.03,0.021,218.39
ARMENIA,1741.5,24.68,0.01,0.021,70.56
BELARUS,3382.77,24.03,0.019,0.02,140.77
UZBEKISTAN,713.52,23.6,0.004,0.02,30.23
CZECH REPUBLIC,1776.78,23.32,0.01,0.02,76.19
COLOMBIA,1144.24,21.16,0.006,0.018,54.08
LATVIA,1672.46,20.65,0.009,0.017,80.99
SERBIA,2428.11,20.34,0.013,0.017,119.38
SOUTH SUDAN,5002.83,20.11,0.027,0.017,248.77
CHAD,2929.2,19.85,0.016,0.017,147.57
CYPRUS,1757.56,19.45,0.01,0.016,90.36
KAZAKHSTAN,2682.04,18.99,0.015,0.016,141.23
ZAMBIA,2051.57,18.22,0.011,0.015,112.6
HUNGARY,1864.2,17.14,0.01,0.014,108.76
GUATEMALA,1126.21,16.44,0.006,0.014,68.5
TURKMENISTAN,1315.2,16.12,0.007,0.014,81.59
FIJI IS,1614.25,16.04,0.009,0.013,100.64
GUINEA BISSAU,5008.23,14.48,0.027,0.012,345.87
ALBANIA,1587.76,13.77,0.009,0.012,115.31
KOREA DP RP,1961.84,13.76,0.011,0.012,142.58
BULGARIA,1233.6,12.94,0.007,0.011,95.33
MONGOLIA,897.02,11.67,0.005,0.01,76.87
PANAMA REPUBLIC,926.44,10.83,0.005,0.009,85.54
LAO PD RP,585.84,10.68,0.003,0.009,54.85
JAMAICA,1037.08,10.41,0.006,0.009,99.62
PERU,718.2,10.25,0.004,0.009,70.07
NETHERLANDANTIL,1556.05,8.88,0.009,0.007,175.23
ESTONIA,906.38,8.75,0.005,0.007,103.59
BURUNDI,1425.74,7.87,0.008,0.007,181.16
COSTA RICA,1059.68,7.42,0.006,0.006,142.81
GUYANA,656.48,7.11,0.004,0.006,92.33
BOTSWANA,942.32,7.04,0.005,0.006,133.85
MACEDONIA,802.35,6.72,0.004,0.006,119.4
SURINAME,480.33,5.79,0.003,0.005,82.96
C AFRI REP,962.24,5.6,0.005,0.005,171.83
TIMOR-LESTE,1182.3,5.37,0.006,0.004,220.17
PAPUA N GNA,434.39,4.69,0.002,0.004,92.62
SERBIA MONTNGRO,550.2,4.34,0.003,0.004,126.77
KYRGHYZSTAN,579.77,3.98,0.003,0.003,145.67
SAO TOME,875.69,3.86,0.005,0.003,226.86
MALTA,447.56,3.72,0.002,0.003,120.31
EL SALVADOR,322.39,3.7,0.002,0.003,87.13
ERITREA,863.72,3.59,0.005,0.003,240.59
BOSNIA-HRZGOVIN,268.65,3.41,0.001,0.003,78.78
CUBA,410.22,3.37,0.002,0.003,121.73
SLOVAK REP,228.69,3.32,0.001,0.003,68.88
MOLDOVA,608.64,3.11,0.003,0.003,195.7
UNSPECIFIED,336.03,3.02,0.002,0.003,111.27
ECUADOR,141.47,2.47,0.001,0.002,57.28
PARAGUAY,78.5,2.47,0.0,0.002,31.78
URUGUAY,190.71,2.25,0.001,0.002,84.76
MAYOTTE,912.44,2.15,0.005,0.002,424.39
HONDURAS,125.4,2.08,0.001,0.002,60.29
BOLIVIA,266.03,2.01,0.001,0.002,132.35
FR POLYNESIA,216.56,1.84,0.001,0.002,117.7
Eswatini,416.44,1.67,0.002,0.001,249.37
SOLOMON ISLANDS,250.6,1.54,0.001,0.001,162.73
MACAO,10.85,1.54,0.0,0.001,7.05
NICARAGUA,193.6,1.4,0.001,0.001,138.29
GUADELOUPE,235.54,1.23,0.001,0.001,191.5
PUERTO RICO,126.97,1.14,0.001,0.001,111.38
ARUBA,142.16,1.13,0.001,0.001,125.81
ZIMBABWE,32.93,0.99,0.0,0.001,33.26
BARBADOS,86.7,0.96,0.0,0.001,90.31
BAHAMAS,46.7,0.89,0.0,0.001,52.47
CAYMAN IS,94.93,0.86,0.001,0.001,110.38
VANUATU,85.96,0.85,0.0,0.001,101.13
TONGA,90.09,0.67,0.0,0.001,134.46
TAJIKISTAN,103.88,0.65,0.001,0.001,159.82
SAMOA,44.75,0.56,0.0,0.0,79.91
DOMINICA,65.25,0.48,0.0,0.0,135.94
MARTINIQUE,36.16,0.4,0.0,0.0,90.4
BELIZE,63.21,0.33,0.0,0.0,191.55
GUAM,3.28,0.32,0.0,0.0,10.25
ST LUCIA,14.22,0.22,0.0,0.0,64.64
LUXEMBOURG,22.06,0.21,0.0,0.0,105.05
GRENADA,11.28,0.2,0.0,0.0,56.4
CAPE VERDE IS,21.96,0.13,0.0,0.0,168.92
VIRGIN IS US,1.99,0.13,0.0,0.0,15.31
Antarctica,14.36,0.11,0.0,0.0,130.55
ANTIGUA,26.3,0.09,0.0,0.0,292.22
KIRIBATI REPUBLIC,8.12,0.08,0.0,0.0,101.5
MICRONESIA,7.51,0.07,0.0,0.0,107.29
MARSHALL ISLAND,5.98,0.06,0.0,0.0,99.67
AMERI SAMOA,6.36,0.05,0.0,0.0,127.2
LESOTHO,1.18,0.05,0.0,0.0,23.6
ST VINCENT,2.8,0.04,0.0,0.0,70.0
ST KITT N A,0.46,0.01,0.0,0.0,46.0
MONACO,1.35,0.01,0.0,0.0,135.0
Total,18271121.21,119400.31,100.0,100.0,153.02
