Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
IRELAND,30.01,0.15,0.001,0.008,200.07
INDONESIA,183.0,0.15,0.008,0.008,1220.0
NEUTRAL ZONE,99.3,0.15,0.004,0.008,662.0
Eswatini,0.52,0.14,0.0,0.008,3.71
URUGUAY,80.0,0.13,0.004,0.007,615.38
ZIMBABWE,107.0,0.13,0.005,0.007,823.08
SEYCHELLES,86.47,0.13,0.004,0.007,665.15
MYANMAR,8.65,0.12,0.0,0.007,72.08
GUINEA,31.17,0.12,0.001,0.007,259.75
AUSTRIA,27.82,0.11,0.001,0.006,252.91
SWEDEN,25.2,0.11,0.001,0.006,229.09
SURINAME,66.16,0.1,0.003,0.006,661.6
BELIZE,152.92,0.1,0.007,0.006,1529.2
TURKEY,42.0,0.1,0.002,0.006,420.0
FIJI IS,80.0,0.09,0.004,0.005,888.89
SOMALIA,27.58,0.08,0.001,0.004,344.75
CYPRUS,4.0,0.08,0.0,0.004,50.0
ETHIOPIA,1.81,0.04,0.0,0.002,45.25
CHAD,21.65,0.04,0.001,0.002,541.25
HUNGARY,1.84,0.04,0.0,0.002,46.0
SENEGAL,16.42,0.04,0.001,0.002,410.5
CAMEROON,20.4,0.03,0.001,0.002,680.0
MALI,20.0,0.03,0.001,0.002,666.67
COTE D IVOIRE,8.06,0.03,0.0,0.002,268.67
C AFRI REP,8.38,0.02,0.0,0.001,419.0
CONGO D. REP.,4.2,0.02,0.0,0.001,210.0
GHANA,8.14,0.01,0.0,0.001,814.0
MALAWI,3.25,0.01,0.0,0.001,325.0
MADAGASCAR,2.91,0.01,0.0,0.001,291.0
POLAND,0.02,0.01,0.0,0.001,2.0
BAHAMAS,2.16,0.01,0.0,0.001,216.0
PANAMA REPUBLIC,0.17,0.01,0.0,0.001,17.0
TRINIDAD,4.23,0.01,0.0,0.001,423.0
Total,2274863.01,1802.41,100.0,100.0,1262.12
